Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1227,60,RL,93.0,14600,Pave,,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,-4,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,81.0,Gd,Gd,PConc,Ex,TA,No,Unf,0,Unf,-10,894,899,GasW,TA,Y,SBrkr,893,1041,-1,1926,-6,-10,8,-6,-3,-7,Gd,14,Typ,5,,BuiltIn,2008.0,,6,676,TA,TA,Y,100,21,-4,-1,-3,7,,,,2,-8,2009,WD,Normal,214009
1228,20,RL,81.0,8876,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,Twnhs,2Story,10,11,1964,2009,Gable,CompShg,VinylSd,VinylSd,None,309.0,TA,TA,PConc,TA,TA,Av,,598,Unf,-5,310,915,GasA,Ex,Y,SBrkr,916,0,9,921,1,6,-3,4,-8,-2,Gd,8,Typ,0,,,1991.0,RFn,-2,582,TA,TA,Y,-3,233,-1,0,6,-3,,,,8,21,2007,WD,Abnorml,147007
1229,120,RL,58.0,8774,Pave,,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,2Story,17,9,2007,2009,Hip,CompShg,VinylSd,HdBoard,None,773.0,TA,TA,PConc,Ex,TA,No,BLQ,1532,LwQ,-3,163,1711,GasA,Ex,Y,FuseA,1702,-5,2,1697,9,5,-5,2,7,-6,Gd,-1,Typ,0,,Detchd,2007.0,RFn,-5,1060,TA,TA,Y,9,62,-5,-6,215,-8,,,,-10,4,2009,WD,Normal,367290
1230,80,RL,71.0,7905,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,2Story,-2,-4,1961,1961,Hip,CompShg,Plywood,Wd Sdng,None,-9.0,TA,Gd,CBlock,TA,TA,Mn,Rec,666,Unf,-1,406,1078,GasA,Gd,Y,SBrkr,1502,4,-7,1501,-1,7,9,-2,-2,3,Gd,14,Typ,-9,,Attchd,1959.0,Unf,5,398,TA,TA,Y,4,0,9,7,6,4,,,,2,1,2009,WD,Partial,127000
1231,90,RL,,18883,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,TwnhsE,2Story,0,1,1978,1978,Gable,CompShg,VinylSd,Plywood,None,1.0,TA,TA,PConc,Ex,TA,Gd,Unf,499,Unf,205,656,1354,GasA,Ex,Y,SBrkr,1351,1267,2,2624,-9,-2,-3,-2,6,6,Gd,9,Typ,-6,Gd,Attchd,1976.0,Fin,-2,598,,TA,Y,152,21,153,6,2,-4,,,,8298,0,2008,WD,Alloca,190004
1232,90,RL,79.0,7726,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,-3,1961,1961,Hip,CompShg,MetalSd,Plywood,None,122.0,TA,TA,BrkTil,TA,TA,Av,Unf,807,,-5,311,1115,GasA,TA,Y,SBrkr,1193,-3,8,1199,-1,-2,-7,5,-6,9,TA,14,Typ,5,,Attchd,1963.0,RFn,8,548,TA,TA,Y,-6,26,-5,6,-4,7,,,Othr,1,11,2007,WD,Normal,132503
1233,90,RL,63.0,9840,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,Twnhs,2Story,0,12,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,None,9.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,-1,Unf,-6,4,9,GasA,Ex,Y,SBrkr,1221,0,-3,1221,7,-6,1,-6,10,-1,Gd,14,Typ,-4,Gd,Detchd,1963.0,Fin,-1,471,TA,TA,Y,-2,-10,-8,-10,7,9,,,,1,9,2008,WD,Normal,101791
1234,20,RL,,12161,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,-3,8,1960,1958,Gable,CompShg,Plywood,VinylSd,None,184.0,TA,TA,CBlock,TA,TA,No,Unf,1003,Unf,8,180,1194,GasA,TA,N,SBrkr,1194,8,4,1184,6,-8,-8,6,8,-5,Gd,8,Typ,6,,BuiltIn,1960.0,Unf,5,521,TA,TA,Y,-7,4,1,-10,-6,3,,GdPrv,,9,-3,2009,WD,Normal,141996
1235,70,RH,45.0,8519,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2.5Fin,1,-2,1910,1951,Hip,CompShg,CemntBd,MetalSd,BrkFace,-4.0,TA,Fa,BrkTil,Ex,TA,No,Unf,-5,Unf,2,941,945,GasA,TA,Y,SBrkr,1019,945,-8,1963,0,4,-8,5,5,0,TA,11,Typ,-9,TA,Attchd,,,-1,-3,Fa,TA,Y,-8,186,-9,4,-3,6,,,,6,20,2007,New,Normal,129997
1236,70,RL,89.0,13123,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,9,14,1915,1949,Gable,CompShg,VinylSd,Plywood,None,2.0,Gd,TA,Stone,TA,TA,No,GLQ,-8,Unf,6,748,740,GasA,Ex,Y,SBrkr,895,898,3,1780,-3,-7,7,-2,-2,-5,Gd,-1,Typ,-4,Po,Attchd,1915.0,Unf,-2,172,TA,TA,Y,199,31,-10,-1,-2,5,,,,-7,11,2005,WD,Normal,138881
1237,160,RL,31.0,2629,Pave,,Reg,Lvl,AllPub,Inside,Sev,CollgCr,Norm,Norm,1Fam,1Story,10,5,2004,2004,Gable,CompShg,VinylSd,Stucco,BrkFace,100.0,Fa,TA,PConc,TA,TA,No,ALQ,-9,Unf,-2,769,765,GasA,TA,Y,SBrkr,756,866,5,1634,-9,-10,0,-2,2,-3,Gd,5,Typ,6,,Attchd,2004.0,Unf,0,479,TA,TA,P,9,18,6,3,-2,-5,,,,7,7,2011,WD,Normal,175505
1238,60,RL,32.0,12387,Pave,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,NAmes,PosA,Norm,1Fam,1.5Unf,13,8,2003,2006,Gable,CompShg,WdShing,MetalSd,None,7.0,Gd,TA,PConc,TA,TA,No,,-6,Unf,-1,846,855,GasA,Ex,N,SBrkr,850,1098,-5,1952,-10,5,6,2,0,2,TA,-1,Min1,-7,Gd,Detchd,2005.0,Unf,-3,426,TA,TA,Y,104,38,9,9,8,3,,,,-9,3,2007,WD,Alloca,194997
1239,20,RL,56.0,13065,Pave,,IR1,Low,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,SLvl,0,12,2006,2004,Hip,CompShg,VinylSd,VinylSd,None,-9.0,TA,TA,BrkTil,TA,TA,No,GLQ,9,Unf,-5,1146,1136,GasA,Ex,Y,SBrkr,1135,-10,2,1132,5,-3,5,-5,8,-5,TA,-3,Typ,5,Gd,2Types,2006.0,RFn,-7,474,TA,TA,Y,5,-4,-5,-9,9,-1,,,,-3,9,2005,WD,Partial,142494
1240,20,RL,60.0,9029,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,-1,14,2007,2007,Gable,CompShg,BrkFace,MetalSd,None,27.0,TA,TA,CBlock,TA,TA,No,Rec,429,Unf,-1,1051,1473,GasA,Ex,Y,SBrkr,1480,-10,-1,1486,2,7,-4,-10,8,4,TA,15,Typ,-4,TA,Detchd,2005.0,Unf,-2,478,TA,TA,Y,128,31,-6,-4,-9,-9,,,,-6,2,2006,WD,Normal,265895
1241,60,RL,72.0,8156,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,SLvl,15,10,2002,2004,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,248.0,TA,TA,CBlock,TA,TA,No,Rec,546,Unf,0,336,882,GasA,Ex,Y,SBrkr,883,888,9,1769,-8,-6,5,2,11,4,Gd,1,Typ,-8,Po,Attchd,2004.0,Fin,-2,537,TA,TA,Y,-6,67,2,3,0,8,,,,-10,10,2007,WD,Normal,224895
1242,20,RL,91.0,9848,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1.5Fin,1,9,2006,2008,Gable,CompShg,BrkFace,VinylSd,None,7.0,TA,TA,CBlock,Ex,TA,No,,5,Unf,3,1687,1694,GasA,Gd,Y,SBrkr,1683,-10,-1,1680,8,-2,1,0,-4,-7,Gd,4,Typ,1,,Attchd,2008.0,RFn,-5,949,TA,TA,Y,1,63,9,-2,-9,1,,,,8,-2,2008,WD,Normal,248329
1243,85,RL,79.0,10622,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,TwnhsE,SLvl,3,2,1973,1973,Gable,CompShg,VinylSd,Wd Sdng,BrkFace,80.0,TA,TA,PConc,TA,TA,No,BLQ,881,LwQ,160,-3,1060,GasA,TA,Y,SBrkr,1182,7,-8,1171,-4,-9,-6,5,0,0,TA,13,Typ,11,,Attchd,1975.0,Fin,7,533,TA,TA,P,1,114,0,5,-4,3,,,,-2,2,2011,COD,Normal,169993
1244,20,RL,114.0,13889,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,15,9,2007,2005,Gable,CompShg,VinylSd,VinylSd,None,,Ex,TA,CBlock,Gd,TA,Av,GLQ,1385,Unf,-6,685,2075,GasA,Gd,Y,SBrkr,2078,9,-1,2077,7,-6,-4,-8,10,-8,TA,6,Typ,-1,TA,Detchd,2007.0,RFn,4,854,TA,TA,Y,221,229,7,5,9,2,,GdWo,,3,16,2005,WD,Normal,464999
1245,70,RL,,11440,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,8,13,1928,1951,Hip,CompShg,Wd Sdng,Stucco,None,-5.0,Gd,TA,CBlock,TA,TA,No,Rec,9,Unf,-4,787,790,GasA,TA,Y,SBrkr,797,715,5,1522,6,3,-9,-4,7,-3,Fa,7,Typ,-3,TA,Detchd,1932.0,Unf,1,390,TA,TA,Y,0,-6,-2,3,-9,3,,GdPrv,,9,5,2005,WD,Normal,229991
1246,80,RL,70.0,12081,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,4,1983,2002,Gable,CompShg,VinylSd,VinylSd,None,66.0,Gd,Fa,PConc,TA,TA,Av,Unf,2,Unf,1,584,576,GasA,TA,Y,SBrkr,1137,734,-10,1860,3,3,-3,-9,-2,-6,TA,3,Typ,1,Fa,Attchd,1985.0,Fin,0,469,Ex,TA,Y,258,103,8,-10,145,1,,,,-9,9,2006,WD,Normal,177995
1247,60,FV,66.0,8134,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,6,4,2006,2005,Gable,CompShg,VinylSd,VinylSd,Stone,-2.0,TA,TA,PConc,Gd,TA,No,Unf,4,Unf,6,764,765,GasW,Ex,Y,SBrkr,746,802,2,1561,-7,-5,3,9,11,-4,Gd,12,Typ,-9,Po,Detchd,2004.0,Unf,11,615,TA,TA,Y,-4,52,-10,4,6,-4,,,,0,0,2007,New,Normal,186503
1248,80,RL,,12326,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,-3,4,1975,1977,Gable,CompShg,VinylSd,VinylSd,None,330.0,TA,TA,PConc,Gd,TA,No,GLQ,535,Unf,-10,475,1021,GasA,Ex,Y,SBrkr,1024,8,4,1034,1,3,-7,-7,-6,0,Gd,15,Typ,3,TA,Attchd,1977.0,Fin,2,878,TA,TA,Y,5,1,-9,5,-1,-7,,,,6,-1,2011,WD,Normal,169909
1249,75,RM,54.0,9594,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1916,1949,Gable,CompShg,MetalSd,Wd Sdng,,-2.0,TA,TA,PConc,Gd,TA,No,ALQ,313,Rec,9,420,725,GasA,Ex,Y,SBrkr,1133,923,-3,2054,-2,0,10,10,-2,7,Gd,14,Typ,-1,Gd,Detchd,1951.0,,-3,390,TA,TA,Y,7,-3,260,2,-2,2,,,,5,7,2009,WD,Normal,129500
1250,20,RL,51.0,7201,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,-4,-1,1949,1951,Gable,CompShg,VinylSd,VinylSd,None,4.0,TA,Gd,PConc,Gd,TA,Av,Rec,538,Unf,104,253,872,GasA,Ex,Y,SBrkr,981,-5,-1,989,7,5,7,-5,0,-6,Gd,10,Typ,-3,Gd,Attchd,1951.0,RFn,-2,273,TA,TA,Y,0,77,-8,-1,1,4,Gd,MnPrv,,-8,14,2008,WD,Normal,119008
1251,20,RL,100.0,11165,Pave,,IR1,Bnk,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1.5Fin,-3,1,1967,1969,Gable,CompShg,VinylSd,MetalSd,None,-6.0,Gd,Gd,CBlock,Fa,TA,Av,ALQ,1074,Unf,9,1048,2103,GasA,Ex,Y,SBrkr,2110,-4,-2,2106,5,2,-6,5,8,9,Gd,1,Typ,2,Gd,Attchd,1969.0,Unf,-7,522,TA,TA,Y,4,3,8,-1,-3,-10,,,,5,-1,2011,WD,Normal,244004
1252,120,RL,,3145,Pave,,Reg,Lvl,AllPub,FR2,Gtl,SawyerW,Artery,Norm,1Fam,1.5Fin,14,3,2002,2004,Hip,CompShg,VinylSd,HdBoard,BrkFace,170.0,TA,TA,Wood,TA,TA,No,BLQ,2,Unf,5,1395,1397,GasA,Ex,Y,SBrkr,1395,7,1,1399,7,-2,-3,-5,8,6,Gd,-3,Typ,-1,TA,Attchd,2004.0,Fin,4,477,TA,TA,Y,156,26,5,-3,-9,-7,,,,9,5,2005,WD,Normal,171758
1253,20,RL,65.0,9864,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,8,1967,1967,Gable,CompShg,CemntBd,VinylSd,None,9.0,TA,TA,BrkTil,TA,TA,No,Unf,509,Unf,5,358,864,GasA,TA,Y,FuseA,865,-2,-9,871,8,8,-4,-7,2,6,TA,8,Mod,-4,,Detchd,1969.0,Fin,8,289,TA,TA,Y,23,4,5,3,2,-5,,MnPrv,,590,3,2010,WD,Normal,129992
1254,60,RL,,17547,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,9,1975,2004,Gable,CompShg,VinylSd,Plywood,None,-4.0,TA,TA,CBlock,TA,TA,Av,BLQ,133,Unf,1021,39,1183,GasA,TA,Y,SBrkr,1524,646,-7,2168,4,1,11,8,6,-4,Gd,15,Typ,10,,Detchd,1973.0,RFn,7,519,TA,TA,Y,218,52,3,-6,1,8,,,,8,5,2008,WD,Normal,294002
1255,60,RL,57.0,6924,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,11,1,2004,2003,Hip,CompShg,VinylSd,HdBoard,None,93.0,TA,TA,CBlock,Gd,TA,No,GLQ,7,Unf,3,751,746,GasA,Ex,Y,SBrkr,755,890,-3,1651,4,0,4,-3,4,-8,TA,14,Typ,9,Gd,Attchd,2004.0,Unf,-5,399,TA,TA,Y,175,135,-6,-10,3,7,,,,0,3,2007,WD,Normal,165393
1256,50,RM,58.0,6249,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1.5Unf,10,13,1932,1951,Gable,CompShg,HdBoard,VinylSd,Stone,-9.0,TA,TA,CBlock,Ex,TA,No,BLQ,428,Unf,2,458,879,GasA,TA,Y,SBrkr,957,417,-4,1364,-5,7,4,-3,12,-4,TA,11,Typ,-9,TA,BuiltIn,1977.0,Unf,10,563,TA,TA,Y,-10,-6,4,1,128,-1,,,,-3,18,2008,WD,Normal,127501
1257,20,RL,90.0,14298,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,12,-5,1995,1995,Gable,CompShg,MetalSd,VinylSd,BrkFace,552.0,TA,TA,PConc,Gd,TA,No,GLQ,1320,Unf,7,676,1993,GasA,Fa,Y,SBrkr,1996,-5,-4,1978,6,-7,9,-10,-4,0,TA,8,Typ,-1,TA,Detchd,1995.0,RFn,-3,684,TA,TA,Y,264,36,0,3,8,6,,,,-3,11,2007,WD,Normal,301492
1258,30,RL,52.0,4054,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,Twnhs,1.5Fin,12,11,1921,1949,Gable,CompShg,VinylSd,HdBoard,BrkFace,-6.0,TA,TA,BrkTil,TA,Gd,Mn,GLQ,-6,Unf,-3,859,859,GasA,Ex,Y,FuseA,869,8,9,857,-6,5,9,-2,1,-5,Gd,-4,Typ,-6,Gd,Attchd,,Fin,-4,-5,TA,TA,Y,-6,88,-4,-1,1,4,,,,2,11,2010,WD,Normal,99897
1259,80,RL,61.0,9577,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Artery,Norm,1Fam,1Story,-2,11,2006,2004,Hip,CompShg,VinylSd,Plywood,BrkFace,187.0,Gd,TA,PConc,TA,TA,No,LwQ,661,Unf,-2,203,857,GasA,TA,Y,FuseF,1162,-3,-3,1160,4,6,-2,8,6,-1,TA,13,Typ,-3,,Attchd,2004.0,RFn,-2,397,TA,TA,Y,205,9,-5,9,-9,3,,,,5,4,2007,WD,Normal,190006
1260,20,RL,58.0,9754,Pave,,Reg,HLS,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,15,1968,1970,Gable,CompShg,VinylSd,VinylSd,BrkFace,-2.0,Gd,TA,CBlock,Ex,TA,No,GLQ,594,Unf,428,17,1048,GasA,TA,Y,SBrkr,1048,-9,-4,1058,0,-9,-3,3,12,8,Gd,3,Typ,-3,,Detchd,1970.0,Fin,1,462,TA,TA,Y,173,-4,-1,2,75,-10,,,,2,3,2009,WD,Normal,150991
1261,60,RL,,24677,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1Story,-1,13,2000,1998,Gable,CompShg,MetalSd,Wd Sdng,BrkFace,1.0,Gd,Gd,PConc,Gd,TA,No,GLQ,3,Unf,-10,832,847,GasA,Ex,Y,SBrkr,894,785,0,1676,-7,-7,-3,-1,-5,6,TA,-2,Typ,6,,Attchd,2000.0,Unf,-7,504,TA,TA,Y,-1,107,8,6,-1,-7,,,,-1,5,2010,WD,Normal,180996
1262,20,RL,77.0,9590,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,-1,15,1955,1957,Gable,CompShg,CemntBd,Wd Sdng,BrkFace,-2.0,TA,Fa,CBlock,TA,TA,Av,Unf,505,Unf,3,550,1055,GasA,Ex,Y,SBrkr,1054,8,2,1040,-6,-8,8,-5,-4,-1,TA,-1,Typ,0,Gd,Detchd,1957.0,Fin,-3,338,,TA,Y,-9,5,-8,-9,9,0,,,,5,8,2010,WD,Normal,128890
1263,50,RL,,11250,Pave,,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,2Story,10,-2,1956,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,2.0,TA,TA,BrkTil,TA,TA,Gd,Unf,-1,Unf,-4,1094,1113,GasA,Ex,Y,SBrkr,1108,675,-9,1783,9,2,-4,-4,13,-7,Gd,6,Typ,1,,Attchd,1958.0,Unf,9,308,,TA,Y,116,3,-7,4,3,8,,,,8,4,2010,WD,Normal,161508
1264,70,RL,52.0,13521,Pave,,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,10,5,1920,1951,Gable,CompShg,VinylSd,HdBoard,Stone,2.0,TA,TA,PConc,Gd,TA,Mn,Unf,3,Unf,9,764,756,GasA,TA,Y,SBrkr,1068,756,-3,1818,8,6,-7,9,11,-4,Ex,0,Min1,-1,,BuiltIn,1939.0,RFn,7,510,TA,TA,Y,-1,6,120,5,-4,-10,,,,-7,6,2006,WD,Normal,180506
1265,120,RH,31.0,4051,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,10,-4,1999,1998,Gable,CompShg,VinylSd,VinylSd,None,-2.0,TA,TA,BrkTil,Gd,TA,No,BLQ,274,LwQ,6,1135,1395,GasA,Ex,N,SBrkr,1340,-4,-4,1332,-1,-6,-3,2,-6,4,TA,4,Typ,8,TA,Attchd,1997.0,Unf,4,511,TA,,Y,141,72,7,-10,9,3,,,,-6,3,2009,New,Normal,180991
1266,160,FV,34.0,3732,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,12,2,2000,1998,Gable,CompShg,HdBoard,VinylSd,None,217.0,Ex,TA,PConc,TA,TA,No,Unf,456,Unf,6,247,693,GasA,Gd,Y,SBrkr,710,743,-4,1443,6,-2,10,-5,-3,7,TA,0,Typ,-6,,Detchd,1998.0,RFn,-3,504,TA,TA,Y,0,31,5,-7,4,-8,,,,5,12,2007,WD,Normal,183904
1267,190,RM,55.0,10120,Pave,,Reg,HLS,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,12,11,1911,1951,Gable,CompShg,Plywood,Brk Cmn,None,-9.0,TA,TA,PConc,Gd,TA,No,Unf,5,Unf,8,928,925,GasA,Ex,Y,SBrkr,954,917,-10,1884,-2,-7,0,-5,1,0,Gd,2,Typ,9,Gd,Attchd,1959.0,Unf,10,301,TA,TA,Y,4,6,266,-10,1,-9,,MnPrv,,7,1,2006,WD,Abnorml,121992
1268,20,RL,81.0,13206,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,Twnhs,1.5Fin,10,4,2007,2010,Gable,CompShg,VinylSd,VinylSd,None,4.0,Gd,Gd,BrkTil,Gd,TA,No,GLQ,0,Unf,-1,1994,2003,GasA,TA,Y,SBrkr,2021,-5,5,2027,-4,7,9,-9,10,0,TA,5,Typ,-8,TA,Detchd,2010.0,RFn,9,744,TA,TA,N,143,82,-6,3,2,8,,,,-7,3,2009,WD,Normal,378507
1269,50,RL,,14108,Pave,,IR1,HLS,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,8,9,1934,1998,Gable,CompShg,VinylSd,VinylSd,None,636.0,TA,TA,CBlock,TA,TA,No,Unf,183,Unf,5,531,726,GasA,Ex,Y,SBrkr,1971,1477,-10,3449,3,-3,7,-6,6,-3,Gd,15,Typ,-6,Fa,Attchd,1983.0,,-1,1013,TA,TA,Y,314,12,-4,-6,-3,-7,,,,-1,11,2007,WD,Partial,381001
1270,50,RL,76.0,11340,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,5,-3,1959,1959,Gable,CompShg,VinylSd,HdBoard,None,188.0,TA,TA,PConc,,Fa,No,ALQ,457,Unf,8,421,879,GasA,TA,Y,SBrkr,883,648,3,1516,1,3,2,5,6,-4,TA,7,Typ,-8,,Attchd,1957.0,Unf,3,314,TA,TA,Y,9,-2,-3,1,8,9,,,,-6,1,2008,WD,Normal,144005
1271,40,RL,,23593,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,15,-4,1978,1980,Gable,CompShg,Wd Sdng,VinylSd,BrkFace,-8.0,TA,TA,PConc,Ex,TA,No,GLQ,1259,Unf,8,80,1329,GasA,Gd,Y,SBrkr,1326,199,-7,1514,-2,9,2,1,9,4,TA,4,Typ,-3,,Attchd,1980.0,RFn,9,593,TA,TA,Y,274,9,8,-7,7,3,,GdPrv,,-1,11,2009,New,Normal,259999
1272,20,RL,,9151,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,-3,-2,1969,1969,Gable,CompShg,VinylSd,HdBoard,BrkFace,-3.0,Gd,TA,PConc,Ex,TA,Gd,BLQ,9,LwQ,2,1483,1489,GasA,Gd,Y,SBrkr,1481,-6,-9,1485,-1,3,5,6,0,-6,TA,5,Typ,-9,TA,Detchd,1967.0,,5,456,TA,TA,Y,-1,-9,7,-3,2,0,,,,3,1,2008,COD,Partial,185756
1273,20,RL,,13525,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,-1,1,1966,1964,Hip,CompShg,VinylSd,Plywood,BrkFace,111.0,Gd,Gd,PConc,Fa,TA,Av,Unf,563,Unf,376,8,925,GasA,Ex,Y,SBrkr,930,0,5,932,1,9,-5,4,5,-3,TA,10,Typ,-2,,BuiltIn,1966.0,Unf,8,290,,TA,Y,189,-3,1,3,6,3,,MnPrv,,5,20,2005,WD,Abnorml,136991
1274,80,RL,116.0,11505,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,13,1960,2005,Gable,CompShg,VinylSd,MetalSd,Stone,78.0,Gd,TA,PConc,TA,TA,No,GLQ,715,Unf,-1,309,1017,GasA,TA,Y,SBrkr,1347,8,8,1362,8,-2,-3,2,-3,-2,Gd,-1,Typ,5,Gd,Attchd,1958.0,RFn,-3,309,TA,TA,Y,-2,-1,9,0,160,5,,GdWo,,6,3,2009,COD,Normal,177003
1275,50,RL,49.0,5352,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,Twnhs,2.5Fin,1,0,1911,2002,Gable,CompShg,VinylSd,CmentBd,None,1.0,TA,TA,BrkTil,TA,TA,No,Unf,6,Unf,-7,667,665,GasA,Ex,Y,SBrkr,659,591,8,1247,0,-9,-1,1,2,-5,Gd,3,Typ,1,TA,Attchd,1986.0,Unf,-8,556,TA,TA,Y,243,2,90,-2,-1,7,,MnPrv,,9,20,2008,WD,Partial,138998
1276,90,RL,92.0,11341,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,13,1947,1949,Gable,CompShg,CemntBd,VinylSd,None,576.0,TA,TA,BrkTil,TA,TA,No,LwQ,219,Unf,-10,709,924,GasA,Ex,Y,SBrkr,933,1001,-9,1912,-8,-8,-5,-5,-4,5,TA,1,Typ,1,,Detchd,1947.0,RFn,-1,398,TA,TA,Y,3,-10,6,-3,-10,7,,,,-4,4,2008,WD,Normal,137001
1277,60,RL,,12926,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1,11,1971,1971,Gable,CompShg,BrkFace,VinylSd,None,-2.0,Gd,TA,CBlock,TA,TA,No,ALQ,594,Unf,6,121,717,GasA,Gd,Y,FuseF,731,652,6,1399,-10,8,0,-4,2,5,Gd,0,Typ,8,,Attchd,1971.0,Unf,0,493,TA,TA,Y,285,123,-2,8,2,1,,,,8,4,2010,WD,Abnorml,161995
